distance,orientation,vel_lin,vel_ang
5.200,0.289,2.816,0.166
5.200,0.299,2.817,0.168
5.200,0.309,2.818,0.170
5.200,0.319,2.819,0.173
5.200,0.329,2.820,0.176
5.200,0.339,2.821,0.179
5.200,0.349,2.823,0.182
5.200,0.359,2.824,0.186
5.200,0.369,2.826,0.189
5.200,0.379,2.827,0.193
5.200,0.389,2.829,0.198
5.200,0.399,2.829,0.196
5.200,0.409,2.827,0.192
5.200,0.419,2.825,0.188
5.200,0.429,2.824,0.184
5.200,0.439,2.822,0.181
5.200,0.449,2.821,0.178
5.200,0.459,2.820,0.175
5.200,0.469,2.819,0.172
5.200,0.479,2.818,0.169
5.200,0.489,2.817,0.167
5.200,0.499,2.816,0.165
5.200,0.509,2.815,0.163
5.200,0.519,2.814,0.161
5.200,0.529,2.814,0.160
5.200,0.539,2.813,0.158
5.200,0.549,2.813,0.157
5.200,0.559,2.812,0.156
5.200,0.569,2.812,0.154
5.200,0.579,2.811,0.154
5.200,0.589,2.811,0.153
5.200,0.599,2.811,0.152
5.200,0.609,2.810,0.151
5.200,0.619,2.810,0.151
5.200,0.629,2.810,0.150
5.200,0.639,2.810,0.150
5.200,0.649,2.810,0.150
5.200,0.659,2.810,0.149
5.200,0.669,2.810,0.149
5.200,0.679,2.809,0.149
5.200,0.689,2.809,0.149
5.200,0.699,2.809,0.149
5.200,0.709,2.809,0.149
5.200,0.719,2.809,0.149
5.200,0.729,2.809,0.149
5.200,0.739,2.809,0.149
5.200,0.749,2.809,0.149
5.200,0.759,2.809,0.149
5.200,0.769,2.809,0.149
5.200,0.779,2.809,0.149
5.200,0.789,2.809,0.149
5.200,0.799,2.809,0.149
5.200,0.809,2.809,0.149
5.200,0.819,2.809,0.149
5.200,0.829,2.809,0.149
5.200,0.839,2.812,0.149
5.200,0.849,2.819,0.149
5.200,0.859,2.826,0.149
5.200,0.869,2.833,0.149
5.200,0.879,2.840,0.149
5.200,0.889,2.848,0.149
5.200,0.899,2.856,0.149
5.200,0.909,2.865,0.149
5.200,0.919,2.874,0.150
5.200,0.929,2.883,0.150
5.200,0.939,2.893,0.150
5.200,0.949,2.903,0.151
5.200,0.959,2.913,0.151
5.200,0.969,2.923,0.152
5.200,0.979,2.933,0.152
5.200,0.989,2.944,0.153
5.200,0.999,2.956,0.154
5.200,1.009,2.967,0.155
5.200,1.019,2.979,0.156
5.200,1.029,2.992,0.158
5.200,1.039,3.005,0.159
5.200,1.049,3.018,0.161
5.200,1.059,3.031,0.163
5.200,1.069,3.044,0.164
5.200,1.079,3.058,0.167
5.200,1.089,3.072,0.169
5.200,1.099,3.087,0.171
5.200,1.109,3.102,0.174
5.200,1.119,3.117,0.177
5.200,1.129,3.131,0.180
5.200,1.139,3.146,0.184
5.200,1.149,3.162,0.187
5.200,1.159,3.178,0.191
5.200,1.169,3.194,0.195
5.200,1.179,3.209,0.199
5.200,1.189,3.224,0.195
5.200,1.199,3.240,0.190
5.200,1.209,3.256,0.186
5.200,1.219,3.272,0.183
5.200,1.229,3.287,0.179
5.200,1.239,3.301,0.176
5.200,1.249,3.315,0.173
5.200,1.259,3.330,0.171
5.200,1.269,3.345,0.168
5.200,1.279,3.359,0.166
5.200,1.289,3.373,0.164
5.200,1.299,3.386,0.162
5.200,1.309,3.398,0.160
5.200,1.319,3.411,0.159
5.200,1.329,3.424,0.157
5.200,1.339,3.436,0.156
5.200,1.349,3.448,0.155
5.200,1.359,3.459,0.154
5.200,1.369,3.470,0.153
5.200,1.379,3.481,0.152
5.200,1.389,3.491,0.152
5.200,1.399,3.500,0.151
5.200,1.409,3.509,0.151
5.200,1.419,3.519,0.150
5.200,1.429,3.528,0.150
5.200,1.439,3.537,0.149
5.200,1.449,3.545,0.149
5.200,1.459,3.553,0.149
5.200,1.469,3.561,0.149
5.200,1.479,3.568,0.149
5.200,1.489,3.575,0.149
5.200,1.499,3.582,0.149
5.200,1.509,3.588,0.149
5.200,1.519,3.594,0.149
5.200,1.529,3.600,0.149
5.200,1.539,3.605,0.149
5.200,1.549,3.610,0.149
5.200,1.559,3.615,0.149
5.200,1.569,3.620,0.149
5.200,1.579,3.625,0.149
5.300,-1.571,3.635,0.226
5.300,-1.561,3.630,0.226
5.300,-1.551,3.625,0.226
5.300,-1.541,3.620,0.226
5.300,-1.531,3.614,0.226
5.300,-1.521,3.608,0.226
5.300,-1.511,3.602,0.226
5.300,-1.501,3.596,0.226
5.300,-1.491,3.589,0.226
5.300,-1.481,3.582,0.226
5.300,-1.471,3.575,0.226
5.300,-1.461,3.567,0.226
5.300,-1.451,3.559,0.226
5.300,-1.441,3.551,0.227
5.300,-1.431,3.542,0.227
5.300,-1.421,3.533,0.228
5.300,-1.411,3.523,0.228
5.300,-1.401,3.514,0.229
5.300,-1.391,3.504,0.230
5.300,-1.381,3.494,0.231
5.300,-1.371,3.484,0.232
5.300,-1.361,3.472,0.233
5.300,-1.351,3.461,0.235
5.300,-1.341,3.449,0.236
5.300,-1.331,3.437,0.238
5.300,-1.321,3.424,0.240
5.300,-1.311,3.412,0.243
5.300,-1.301,3.399,0.245
5.300,-1.291,3.386,0.248
5.300,-1.281,3.372,0.251
5.300,-1.271,3.359,0.254
5.300,-1.261,3.344,0.258
5.300,-1.251,3.328,0.262
5.300,-1.241,3.314,0.266
5.300,-1.231,3.299,0.271
5.300,-1.221,3.285,0.276
5.300,-1.211,3.269,0.281
5.300,-1.201,3.253,0.287
5.300,-1.191,3.236,0.293
5.300,-1.181,3.221,0.300
5.300,-1.171,3.206,0.296
5.300,-1.161,3.191,0.290
5.300,-1.151,3.174,0.284
5.300,-1.141,3.158,0.279
5.300,-1.131,3.143,0.273
5.300,-1.121,3.129,0.269
5.300,-1.111,3.114,0.264
5.300,-1.101,3.099,0.260
5.300,-1.091,3.084,0.256
5.300,-1.081,3.069,0.253
5.300,-1.071,3.056,0.250
5.300,-1.061,3.042,0.247
5.300,-1.051,3.029,0.244
5.300,-1.041,3.016,0.242
5.300,-1.031,3.003,0.239
5.300,-1.021,2.991,0.237
5.300,-1.011,2.978,0.236
5.300,-1.001,2.967,0.234
5.300,-0.991,2.955,0.233
5.300,-0.981,2.944,0.231
5.300,-0.971,2.933,0.230
5.300,-0.961,2.923,0.229
5.300,-0.951,2.913,0.229
5.300,-0.941,2.904,0.228
5.300,-0.931,2.894,0.227
5.300,-0.921,2.884,0.227
5.300,-0.911,2.875,0.226
5.300,-0.901,2.867,0.226
5.300,-0.891,2.858,0.226
5.300,-0.881,2.850,0.226
5.300,-0.871,2.843,0.226
5.300,-0.861,2.840,0.226
5.300,-0.851,2.840,0.226
5.300,-0.841,2.840,0.226
5.300,-0.831,2.840,0.226
5.300,-0.821,2.840,0.226
5.300,-0.811,2.840,0.226
5.300,-0.801,2.840,0.226
5.300,-0.791,2.840,0.226
5.300,-0.781,2.840,0.226
5.300,-0.771,2.840,0.226
5.300,-0.761,2.840,0.226
5.300,-0.751,2.840,0.226
5.300,-0.741,2.840,0.226
5.300,-0.731,2.840,0.226
5.300,-0.721,2.840,0.226
5.300,-0.711,2.840,0.226
5.300,-0.701,2.840,0.226
5.300,-0.691,2.840,0.226
5.300,-0.681,2.840,0.226
5.300,-0.671,2.840,0.226
5.300,-0.661,2.840,0.226
5.300,-0.651,2.841,0.227
5.300,-0.641,2.841,0.227
5.300,-0.631,2.841,0.228
5.300,-0.621,2.841,0.229
5.300,-0.611,2.841,0.229
5.300,-0.601,2.842,0.230
5.300,-0.591,2.842,0.231
5.300,-0.581,2.843,0.233
5.300,-0.571,2.843,0.234
5.300,-0.561,2.844,0.236
5.300,-0.551,2.845,0.237
5.300,-0.541,2.845,0.239
5.300,-0.531,2.846,0.241
5.300,-0.521,2.847,0.244
5.300,-0.511,2.848,0.246
5.300,-0.501,2.849,0.249
5.300,-0.491,2.851,0.253
5.300,-0.481,2.852,0.256
5.300,-0.471,2.854,0.260
5.300,-0.461,2.855,0.264
5.300,-0.451,2.857,0.268
5.300,-0.441,2.859,0.273
5.300,-0.431,2.861,0.278
5.300,-0.421,2.863,0.284
5.300,-0.411,2.866,0.290
5.300,-0.401,2.868,0.296
5.300,-0.391,2.870,0.300
5.300,-0.381,2.867,0.294
5.300,-0.371,2.865,0.287
5.300,-0.361,2.862,0.282
5.300,-0.351,2.860,0.276
5.300,-0.341,2.858,0.271
5.300,-0.331,2.856,0.267
5.300,-0.321,2.855,0.262
5.300,-0.311,2.853,0.258
5.300,-0.301,2.851,0.255
5.300,-0.291,2.850,0.251
5.300,-0.281,2.849,0.248
5.300,-0.271,2.848,0.245
5.300,-0.261,2.847,0.243
5.300,-0.251,2.846,0.241
5.300,-0.241,2.845,0.238
5.300,-0.231,2.844,0.237
5.300,-0.221,2.844,0.235
5.300,-0.211,2.843,0.233
5.300,-0.201,2.843,0.232
5.300,-0.191,2.842,0.231
5.300,-0.181,2.842,0.230
5.300,-0.171,2.841,0.229
5.300,-0.161,2.841,0.228
5.300,-0.151,2.841,0.228
5.300,-0.141,2.841,0.227
5.300,-0.131,2.840,0.227
5.300,-0.121,2.840,0.226
5.300,-0.111,2.840,0.226
5.300,-0.101,2.840,0.226
5.300,-0.091,2.840,0.226
5.300,-0.081,2.840,0.226
5.300,-0.071,2.840,0.226
5.300,-0.061,2.840,0.226
5.300,-0.051,2.840,0.226
5.300,-0.041,2.840,0.226
5.300,-0.031,2.840,0.226
5.300,-0.021,2.840,0.226
5.300,-0.011,2.840,0.226
5.300,-0.001,2.840,0.226
5.300,0.009,2.840,0.226
5.300,0.019,2.840,0.226
5.300,0.029,2.840,0.226
5.300,0.039,2.840,0.226
5.300,0.049,2.840,0.226
5.300,0.059,2.840,0.226
5.300,0.069,2.840,0.226
5.300,0.079,2.840,0.226
5.300,0.089,2.840,0.226
5.300,0.099,2.840,0.226
5.300,0.109,2.840,0.226
5.300,0.119,2.840,0.226
5.300,0.129,2.840,0.227
5.300,0.139,2.841,0.227
5.300,0.149,2.841,0.228
5.300,0.159,2.841,0.228
5.300,0.169,2.841,0.229
5.300,0.179,2.842,0.230
5.300,0.189,2.842,0.231
5.300,0.199,2.842,0.232
5.300,0.209,2.843,0.233
5.300,0.219,2.844,0.235
5.300,0.229,2.844,0.236
5.300,0.239,2.845,0.238
5.300,0.249,2.846,0.240
5.300,0.259,2.847,0.242
5.300,0.269,2.848,0.245
5.300,0.279,2.849,0.248
5.300,0.289,2.850,0.251
5.300,0.299,2.851,0.254
5.300,0.309,2.853,0.258
5.300,0.319,2.854,0.262
5.300,0.329,2.856,0.266
5.300,0.339,2.858,0.270
5.300,0.349,2.860,0.275
5.300,0.359,2.862,0.281
5.300,0.369,2.864,0.286
5.300,0.379,2.867,0.293
5.300,0.389,2.869,0.299
5.300,0.399,2.869,0.297
5.300,0.409,2.866,0.291
5.300,0.419,2.864,0.285
5.300,0.429,2.861,0.279
5.300,0.439,2.859,0.274
5.300,0.449,2.857,0.269
5.300,0.459,2.856,0.265
5.300,0.469,2.854,0.260
5.300,0.479,2.852,0.257
5.300,0.489,2.851,0.253
5.300,0.499,2.850,0.250
5.300,0.509,2.849,0.247
5.300,0.519,2.847,0.244
5.300,0.529,2.846,0.242
5.300,0.539,2.845,0.240
5.300,0.549,2.845,0.238
5.300,0.559,2.844,0.236
5.300,0.569,2.843,0.234
5.300,0.579,2.843,0.233
5.300,0.589,2.842,0.232
5.300,0.599,2.842,0.230
5.300,0.609,2.841,0.229
5.300,0.619,2.841,0.229
5.300,0.629,2.841,0.228
5.300,0.639,2.841,0.227
5.300,0.649,2.841,0.227
5.300,0.659,2.840,0.226
5.300,0.669,2.840,0.226
5.300,0.679,2.840,0.226
5.300,0.689,2.840,0.226
5.300,0.699,2.840,0.226
5.300,0.709,2.840,0.226
5.300,0.719,2.840,0.226
5.300,0.729,2.840,0.226
5.300,0.739,2.840,0.226
5.300,0.749,2.840,0.226
5.300,0.759,2.840,0.226
5.300,0.769,2.840,0.226
5.300,0.779,2.840,0.226
5.300,0.789,2.840,0.226
5.300,0.799,2.840,0.226
5.300,0.809,2.840,0.226
5.300,0.819,2.840,0.226
5.300,0.829,2.840,0.226
5.300,0.839,2.840,0.226
5.300,0.849,2.840,0.226
5.300,0.859,2.840,0.226
5.300,0.869,2.842,0.226
5.300,0.879,2.849,0.226
5.300,0.889,2.857,0.226
5.300,0.899,2.865,0.226
5.300,0.909,2.874,0.226
5.300,0.919,2.883,0.227
5.300,0.929,2.892,0.227
5.300,0.939,2.902,0.228
5.300,0.949,2.912,0.228
5.300,0.959,2.922,0.229
5.300,0.969,2.931,0.230
5.300,0.979,2.942,0.231
5.300,0.989,2.953,0.232
5.300,0.999,2.965,0.234
5.300,1.009,2.976,0.235
5.300,1.019,2.989,0.237
5.300,1.029,3.001,0.239
5.300,1.039,3.014,0.241
5.300,1.049,3.027,0.244
5.300,1.059,3.040,0.246
5.300,1.069,3.054,0.249
5.300,1.079,3.067,0.252
5.300,1.089,3.082,0.256
5.300,1.099,3.097,0.260
5.300,1.109,3.112,0.263
5.300,1.119,3.126,0.268
5.300,1.129,3.141,0.273
5.300,1.139,3.156,0.278
5.300,1.149,3.172,0.283
5.300,1.159,3.188,0.289
5.300,1.169,3.204,0.295
5.300,1.179,3.219,0.301
5.300,1.189,3.234,0.294
5.300,1.199,3.250,0.288
5.300,1.209,3.266,0.282
5.300,1.219,3.282,0.277
5.300,1.229,3.297,0.272
5.300,1.239,3.312,0.267
5.300,1.249,3.326,0.263
5.300,1.259,3.341,0.259
5.300,1.269,3.356,0.255
5.300,1.279,3.370,0.252
5.300,1.289,3.384,0.248
5.300,1.299,3.397,0.246
5.300,1.309,3.410,0.243
5.300,1.319,3.422,0.241
5.300,1.329,3.435,0.239
5.300,1.339,3.448,0.237
5.300,1.349,3.459,0.235
5.300,1.359,3.471,0.233
5.300,1.369,3.482,0.232
5.300,1.379,3.493,0.231
5.300,1.389,3.503,0.230
5.300,1.399,3.512,0.229
5.300,1.409,3.522,0.228
5.300,1.419,3.531,0.228
5.300,1.429,3.540,0.227
5.300,1.439,3.549,0.227
5.300,1.449,3.558,0.226
5.300,1.459,3.566,0.226
5.300,1.469,3.574,0.226
5.300,1.479,3.581,0.226
5.300,1.489,3.588,0.226
5.300,1.499,3.595,0.226
5.300,1.509,3.601,0.226
5.300,1.519,3.608,0.226
5.300,1.529,3.613,0.226
5.300,1.539,3.619,0.226
5.300,1.549,3.624,0.226
5.300,1.559,3.629,0.226
5.300,1.569,3.634,0.226
5.300,1.579,3.639,0.226
5.400,-1.571,3.645,0.306
5.400,-1.561,3.640,0.306
5.400,-1.551,3.635,0.306
5.400,-1.541,3.630,0.306
5.400,-1.531,3.624,0.306
5.400,-1.521,3.618,0.306
5.400,-1.511,3.612,0.306
5.400,-1.501,3.606,0.306
5.400,-1.491,3.599,0.306
5.400,-1.481,3.592,0.306
5.400,-1.471,3.585,0.306
5.400,-1.461,3.577,0.306
5.400,-1.451,3.569,0.306
5.400,-1.441,3.561,0.306
5.400,-1.431,3.552,0.307
5.400,-1.421,3.542,0.308
5.400,-1.411,3.533,0.308
5.400,-1.401,3.523,0.309
5.400,-1.391,3.514,0.311
5.400,-1.381,3.504,0.312
5.400,-1.371,3.493,0.313
5.400,-1.361,3.482,0.315
5.400,-1.351,3.470,0.317
5.400,-1.341,3.459,0.319
5.400,-1.331,3.446,0.322
5.400,-1.321,3.433,0.325
5.400,-1.311,3.421,0.328
5.400,-1.301,3.408,0.331
5.400,-1.291,3.395,0.335
5.400,-1.281,3.381,0.339
5.400,-1.271,3.367,0.343
5.400,-1.261,3.352,0.348
5.400,-1.251,3.337,0.353
5.400,-1.241,3.322,0.359
5.400,-1.231,3.308,0.365
5.400,-1.221,3.293,0.372
5.400,-1.211,3.277,0.379
5.400,-1.201,3.261,0.386
5.400,-1.191,3.244,0.394
5.400,-1.181,3.229,0.403
5.400,-1.171,3.214,0.399
5.400,-1.161,3.199,0.391
5.400,-1.151,3.182,0.383
5.400,-1.141,3.166,0.375
5.400,-1.131,3.151,0.368
5.400,-1.121,3.136,0.362
5.400,-1.111,3.122,0.356
5.400,-1.101,3.107,0.351
5.400,-1.091,3.092,0.346
5.400,-1.081,3.077,0.341
5.400,-1.071,3.063,0.337
5.400,-1.061,3.050,0.333
5.400,-1.051,3.037,0.329
5.400,-1.041,3.024,0.326
5.400,-1.031,3.010,0.323
5.400,-1.021,2.998,0.321
5.400,-1.011,2.986,0.318
5.400,-1.001,2.974,0.316
5.400,-0.991,2.962,0.314
5.400,-0.981,2.951,0.313
5.400,-0.971,2.940,0.311
5.400,-0.961,2.930,0.310
5.400,-0.951,2.921,0.309
5.400,-0.941,2.911,0.308
5.400,-0.931,2.901,0.307
5.400,-0.921,2.891,0.307
5.400,-0.911,2.882,0.306
5.400,-0.901,2.874,0.306
5.400,-0.891,2.872,0.306
5.400,-0.881,2.872,0.306
5.400,-0.871,2.872,0.306
5.400,-0.861,2.872,0.306
5.400,-0.851,2.872,0.306
5.400,-0.841,2.872,0.306
5.400,-0.831,2.872,0.306
5.400,-0.821,2.872,0.306
5.400,-0.811,2.872,0.306
5.400,-0.801,2.872,0.306
5.400,-0.791,2.872,0.306
5.400,-0.781,2.872,0.306
5.400,-0.771,2.872,0.306
5.400,-0.761,2.872,0.306
5.400,-0.751,2.872,0.306
5.400,-0.741,2.872,0.306
5.400,-0.731,2.872,0.306
5.400,-0.721,2.872,0.306
5.400,-0.711,2.872,0.306
5.400,-0.701,2.872,0.306
5.400,-0.691,2.872,0.306
5.400,-0.681,2.872,0.306
5.400,-0.671,2.872,0.306
5.400,-0.661,2.872,0.306
5.400,-0.651,2.872,0.307
5.400,-0.641,2.873,0.307
5.400,-0.631,2.873,0.308
5.400,-0.621,2.873,0.309
5.400,-0.611,2.874,0.310
5.400,-0.601,2.874,0.311
5.400,-0.591,2.875,0.313
5.400,-0.581,2.876,0.314
5.400,-0.571,2.876,0.316
5.400,-0.561,2.877,0.318
5.400,-0.551,2.878,0.320
5.400,-0.541,2.879,0.323
5.400,-0.531,2.880,0.326
5.400,-0.521,2.882,0.329
5.400,-0.511,2.883,0.333
5.400,-0.501,2.884,0.337
5.400,-0.491,2.886,0.341
5.400,-0.481,2.888,0.345
5.400,-0.471,2.890,0.350
5.400,-0.461,2.892,0.356
5.400,-0.451,2.894,0.362
5.400,-0.441,2.897,0.368
5.400,-0.431,2.899,0.375
5.400,-0.421,2.903,0.382
5.400,-0.411,2.906,0.390
5.400,-0.401,2.909,0.398
5.400,-0.391,2.911,0.404
5.400,-0.381,2.908,0.395
5.400,-0.371,2.905,0.387
5.400,-0.361,2.901,0.379
5.400,-0.351,2.898,0.372
5.400,-0.341,2.896,0.365
5.400,-0.331,2.894,0.359
5.400,-0.321,2.891,0.354
5.400,-0.311,2.889,0.348
5.400,-0.301,2.887,0.344
5.400,-0.291,2.885,0.339
5.400,-0.281,2.884,0.335
5.400,-0.271,2.882,0.331
5.400,-0.261,2.881,0.328
5.400,-0.251,2.880,0.325
5.400,-0.241,2.878,0.322
5.400,-0.231,2.878,0.320
5.400,-0.221,2.877,0.317
5.400,-0.211,2.876,0.315
5.400,-0.201,2.875,0.314
5.400,-0.191,2.875,0.312
5.400,-0.181,2.874,0.311
5.400,-0.171,2.874,0.309
5.400,-0.161,2.873,0.308
5.400,-0.151,2.873,0.308
5.400,-0.141,2.873,0.307
5.400,-0.131,2.872,0.306
5.400,-0.121,2.872,0.306
5.400,-0.111,2.872,0.306
5.400,-0.101,2.872,0.306
5.400,-0.091,2.872,0.306
5.400,-0.081,2.872,0.306
5.400,-0.071,2.872,0.306
5.400,-0.061,2.872,0.306
5.400,-0.051,2.872,0.306
5.400,-0.041,2.872,0.306
5.400,-0.031,2.872,0.306
5.400,-0.021,2.872,0.306
5.400,-0.011,2.872,0.306
5.400,-0.001,2.872,0.306
5.400,0.009,2.872,0.306
5.400,0.019,2.872,0.306
5.400,0.029,2.872,0.306
5.400,0.039,2.872,0.306
5.400,0.049,2.872,0.306
5.400,0.059,2.872,0.306
5.400,0.069,2.872,0.306
5.400,0.079,2.872,0.306
5.400,0.089,2.872,0.306
5.400,0.099,2.872,0.306
5.400,0.109,2.872,0.306
5.400,0.119,2.872,0.306
5.400,0.129,2.872,0.306
5.400,0.139,2.873,0.307
5.400,0.149,2.873,0.308
5.400,0.159,2.873,0.308
5.400,0.169,2.874,0.309
5.400,0.179,2.874,0.310
5.400,0.189,2.874,0.312
5.400,0.199,2.875,0.313
5.400,0.209,2.876,0.315
5.400,0.219,2.877,0.317
5.400,0.229,2.877,0.319
5.400,0.239,2.878,0.322
5.400,0.249,2.879,0.324
5.400,0.259,2.881,0.327
5.400,0.269,2.882,0.331
5.400,0.279,2.884,0.334
5.400,0.289,2.885,0.338
5.400,0.299,2.887,0.343
5.400,0.309,2.889,0.348
5.400,0.319,2.891,0.353
5.400,0.329,2.893,0.358
5.400,0.339,2.896,0.364
5.400,0.349,2.898,0.371
5.400,0.359,2.901,0.378
5.400,0.369,2.904,0.386
5.400,0.379,2.907,0.394
5.400,0.389,2.911,0.402
5.400,0.399,2.910,0.400
5.400,0.409,2.906,0.391
5.400,0.419,2.903,0.383
5.400,0.429,2.900,0.376
5.400,0.439,2.897,0.369
5.400,0.449,2.895,0.363
5.400,0.459,2.893,0.357
5.400,0.469,2.890,0.351
5.400,0.479,2.888,0.346
5.400,0.489,2.886,0.341
5.400,0.499,2.885,0.337
5.400,0.509,2.883,0.333
5.400,0.519,2.882,0.330
5.400,0.529,2.880,0.326
5.400,0.539,2.879,0.324
5.400,0.549,2.878,0.321
5.400,0.559,2.877,0.318
5.400,0.569,2.876,0.316
5.400,0.579,2.876,0.314
5.400,0.589,2.875,0.313
5.400,0.599,2.874,0.311
5.400,0.609,2.874,0.310
5.400,0.619,2.873,0.309
5.400,0.629,2.873,0.308
5.400,0.639,2.873,0.307
5.400,0.649,2.873,0.307
5.400,0.659,2.872,0.306
5.400,0.669,2.872,0.306
5.400,0.679,2.872,0.306
5.400,0.689,2.872,0.306
5.400,0.699,2.872,0.306
5.400,0.709,2.872,0.306
5.400,0.719,2.872,0.306
5.400,0.729,2.872,0.306
5.400,0.739,2.872,0.306
5.400,0.749,2.872,0.306
5.400,0.759,2.872,0.306
5.400,0.769,2.872,0.306
5.400,0.779,2.872,0.306
5.400,0.789,2.872,0.306
5.400,0.799,2.872,0.306
5.400,0.809,2.872,0.306
5.400,0.819,2.872,0.306
5.400,0.829,2.872,0.306
5.400,0.839,2.872,0.306
5.400,0.849,2.872,0.306
5.400,0.859,2.872,0.306
5.400,0.869,2.872,0.306
5.400,0.879,2.872,0.306
5.400,0.889,2.872,0.306
5.400,0.899,2.873,0.306
5.400,0.909,2.881,0.306
5.400,0.919,2.890,0.306
5.400,0.929,2.899,0.307
5.400,0.939,2.909,0.308
5.400,0.949,2.919,0.309
5.400,0.959,2.929,0.310
5.400,0.969,2.939,0.311
5.400,0.979,2.949,0.312
5.400,0.989,2.960,0.314
5.400,0.999,2.972,0.316
5.400,1.009,2.984,0.318
5.400,1.019,2.996,0.320
5.400,1.029,3.008,0.323
5.400,1.039,3.022,0.326
5.400,1.049,3.034,0.329
5.400,1.059,3.048,0.332
5.400,1.069,3.061,0.336
5.400,1.079,3.075,0.340
5.400,1.089,3.089,0.345
5.400,1.099,3.104,0.350
5.400,1.109,3.120,0.355
5.400,1.119,3.134,0.361
5.400,1.129,3.148,0.367
5.400,1.139,3.164,0.374
5.400,1.149,3.180,0.381
5.400,1.159,3.196,0.389
5.400,1.169,3.212,0.398
5.400,1.179,3.227,0.404
5.400,1.189,3.242,0.396
5.400,1.199,3.258,0.387
5.400,1.209,3.274,0.380
5.400,1.219,3.291,0.373
5.400,1.229,3.305,0.366
5.400,1.239,3.320,0.360
5.400,1.249,3.334,0.354
5.400,1.259,3.350,0.349
5.400,1.269,3.365,0.344
5.400,1.279,3.379,0.340
5.400,1.289,3.392,0.335
5.400,1.299,3.406,0.332
5.400,1.309,3.419,0.328
5.400,1.319,3.431,0.325
5.400,1.329,3.444,0.322
5.400,1.339,3.457,0.320
5.400,1.349,3.468,0.317
5.400,1.359,3.480,0.315
5.400,1.369,3.491,0.314
5.400,1.379,3.502,0.312
5.400,1.389,3.512,0.311
5.400,1.399,3.522,0.310
5.400,1.409,3.531,0.308
5.400,1.419,3.541,0.308
5.400,1.429,3.550,0.307
5.400,1.439,3.559,0.306
5.400,1.449,3.568,0.306
5.400,1.459,3.576,0.306
5.400,1.469,3.584,0.306
5.400,1.479,3.591,0.306
5.400,1.489,3.598,0.306
5.400,1.499,3.605,0.306
5.400,1.509,3.611,0.306
5.400,1.519,3.618,0.306
5.400,1.529,3.623,0.306
5.400,1.539,3.629,0.306
5.400,1.549,3.634,0.306
5.400,1.559,3.639,0.306
5.400,1.569,3.644,0.306
5.400,1.579,3.649,0.306
5.500,-1.571,3.653,0.391
5.500,-1.561,3.648,0.391
5.500,-1.551,3.643,0.391
5.500,-1.541,3.638,0.391
5.500,-1.531,3.632,0.391
5.500,-1.521,3.626,0.391
5.500,-1.511,3.620,0.391
5.500,-1.501,3.613,0.391
5.500,-1.491,3.606,0.391
5.500,-1.481,3.599,0.391
5.500,-1.471,3.592,0.391
5.500,-1.461,3.584,0.391
5.500,-1.451,3.576,0.391
5.500,-1.441,3.567,0.391
5.500,-1.431,3.559,0.391
5.500,-1.421,3.550,0.391
5.500,-1.411,3.540,0.391
5.500,-1.401,3.531,0.392
5.500,-1.391,3.521,0.394
5.500,-1.381,3.511,0.395
5.500,-1.371,3.500,0.397
5.500,-1.361,3.489,0.400
5.500,-1.351,3.478,0.402
5.500,-1.341,3.466,0.405
5.500,-1.331,3.454,0.408
5.500,-1.321,3.440,0.411
5.500,-1.311,3.427,0.415
5.500,-1.301,3.415,0.419
5.500,-1.291,3.401,0.424
5.500,-1.281,3.388,0.429
5.500,-1.271,3.374,0.434
5.500,-1.261,3.359,0.440
5.500,-1.251,3.343,0.447
5.500,-1.241,3.329,0.454
5.500,-1.231,3.314,0.461
5.500,-1.221,3.300,0.470
5.500,-1.211,3.283,0.478
5.500,-1.201,3.267,0.488
5.500,-1.191,3.251,0.498
5.500,-1.181,3.236,0.508
5.500,-1.171,3.221,0.503
5.500,-1.161,3.205,0.493
5.500,-1.151,3.188,0.483
5.500,-1.141,3.172,0.474
5.500,-1.131,3.157,0.466
5.500,-1.121,3.142,0.458
5.500,-1.111,3.128,0.451
5.500,-1.101,3.113,0.444
5.500,-1.091,3.097,0.438
5.500,-1.081,3.083,0.432
5.500,-1.071,3.069,0.427
5.500,-1.061,3.055,0.422
5.500,-1.051,3.042,0.417
5.500,-1.041,3.029,0.413
5.500,-1.031,3.016,0.410
5.500,-1.021,3.003,0.406
5.500,-1.011,2.991,0.404
5.500,-1.001,2.979,0.401
5.500,-0.991,2.968,0.399
5.500,-0.981,2.957,0.397
5.500,-0.971,2.946,0.395
5.500,-0.961,2.936,0.393
5.500,-0.951,2.926,0.392
5.500,-0.941,2.916,0.391
5.500,-0.931,2.907,0.391
5.500,-0.921,2.907,0.391
5.500,-0.911,2.907,0.391
5.500,-0.901,2.907,0.391
5.500,-0.891,2.907,0.391
5.500,-0.881,2.907,0.391
5.500,-0.871,2.907,0.391
5.500,-0.861,2.907,0.391
5.500,-0.851,2.907,0.391
5.500,-0.841,2.907,0.391
5.500,-0.831,2.907,0.391
5.500,-0.821,2.907,0.391
5.500,-0.811,2.907,0.391
5.500,-0.801,2.907,0.391
5.500,-0.791,2.907,0.391
5.500,-0.781,2.907,0.391
5.500,-0.771,2.907,0.391
5.500,-0.761,2.907,0.391
5.500,-0.751,2.907,0.391
5.500,-0.741,2.907,0.391
5.500,-0.731,2.907,0.391
5.500,-0.721,2.907,0.391
