distance,orientation,vel_lin,vel_ang
0.000,-1.571,1.750,-3.936
0.000,-1.561,1.750,-3.936
0.000,-1.551,1.750,-3.936
0.000,-1.541,1.750,-3.936
0.000,-1.531,1.750,-3.936
0.000,-1.521,1.750,-3.935
0.000,-1.511,1.750,-3.935
0.000,-1.501,1.750,-3.935
0.000,-1.491,1.750,-3.935
0.000,-1.481,1.750,-3.934
0.000,-1.471,1.750,-3.933
0.000,-1.461,1.750,-3.932
0.000,-1.451,1.750,-3.931
0.000,-1.441,1.750,-3.930
0.000,-1.431,1.750,-3.928
0.000,-1.421,1.750,-3.926
0.000,-1.411,1.750,-3.923
0.000,-1.401,1.750,-3.920
0.000,-1.391,1.750,-3.917
0.000,-1.381,1.750,-3.913
0.000,-1.371,1.750,-3.908
0.000,-1.361,1.750,-3.903
0.000,-1.351,1.750,-3.898
0.000,-1.341,1.750,-3.892
0.000,-1.331,1.750,-3.885
0.000,-1.321,1.750,-3.878
0.000,-1.311,1.750,-3.871
0.000,-1.301,1.750,-3.862
0.000,-1.291,1.750,-3.854
0.000,-1.281,1.750,-3.844
0.000,-1.271,1.750,-3.835
0.000,-1.261,1.750,-3.824
0.000,-1.251,1.749,-3.814
0.000,-1.241,1.749,-3.802
0.000,-1.231,1.749,-3.790
0.000,-1.221,1.749,-3.778
0.000,-1.211,1.749,-3.765
0.000,-1.201,1.749,-3.752
0.000,-1.191,1.749,-3.738
0.000,-1.181,1.748,-3.724
0.000,-1.171,1.748,-3.730
0.000,-1.161,1.748,-3.744
0.000,-1.151,1.748,-3.758
0.000,-1.141,1.748,-3.771
0.000,-1.131,1.748,-3.784
0.000,-1.121,1.747,-3.796
0.000,-1.111,1.747,-3.808
0.000,-1.101,1.747,-3.819
0.000,-1.091,1.746,-3.829
0.000,-1.081,1.746,-3.839
0.000,-1.071,1.746,-3.849
0.000,-1.061,1.745,-3.858
0.000,-1.051,1.745,-3.866
0.000,-1.041,1.744,-3.874
0.000,-1.031,1.744,-3.882
0.000,-1.021,1.743,-3.889
0.000,-1.011,1.743,-3.895
0.000,-1.001,1.742,-3.901
0.000,-0.991,1.741,-3.906
0.000,-0.981,1.740,-3.910
0.000,-0.971,1.740,-3.915
0.000,-0.961,1.739,-3.918
0.000,-0.951,1.737,-3.922
0.000,-0.941,1.736,-3.924
0.000,-0.931,1.735,-3.927
0.000,-0.921,1.734,-3.929
0.000,-0.911,1.732,-3.931
0.000,-0.901,1.731,-3.932
0.000,-0.891,1.729,-3.933
0.000,-0.881,1.727,-3.934
0.000,-0.871,1.725,-3.934
0.000,-0.861,1.723,-3.935
0.000,-0.851,1.721,-3.935
0.000,-0.841,1.718,-3.935
0.000,-0.831,1.715,-3.935
0.000,-0.821,1.713,-3.936
0.000,-0.811,1.710,-3.936
0.000,-0.801,1.706,-3.936
0.000,-0.791,1.703,-3.936
0.000,-0.781,1.699,-3.936
0.000,-0.771,1.695,-3.936
0.000,-0.761,1.691,-3.936
0.000,-0.751,1.686,-3.936
0.000,-0.741,1.681,-3.935
0.000,-0.731,1.676,-3.935
0.000,-0.721,1.671,-3.935
0.000,-0.711,1.665,-3.935
0.000,-0.701,1.659,-3.934
0.000,-0.691,1.653,-3.934
0.000,-0.681,1.646,-3.933
0.000,-0.671,1.639,-3.932
0.000,-0.661,1.632,-3.931
0.000,-0.651,1.624,-3.929
0.000,-0.641,1.617,-3.927
0.000,-0.631,1.608,-3.925
0.000,-0.621,1.600,-3.922
0.000,-0.611,1.590,-3.919
0.000,-0.601,1.580,-3.915
0.000,-0.591,1.570,-3.911
0.000,-0.581,1.559,-3.906
0.000,-0.571,1.548,-3.901
0.000,-0.561,1.536,-3.895
0.000,-0.551,1.524,-3.889
0.000,-0.541,1.512,-3.882
0.000,-0.531,1.499,-3.875
0.000,-0.521,1.485,-3.867
0.000,-0.511,1.471,-3.859
0.000,-0.501,1.457,-3.850
0.000,-0.491,1.443,-3.840
0.000,-0.481,1.428,-3.830
0.000,-0.471,1.413,-3.819
0.000,-0.461,1.397,-3.808
0.000,-0.451,1.381,-3.797
0.000,-0.441,1.365,-3.785
0.000,-0.431,1.348,-3.772
0.000,-0.421,1.331,-3.759
0.000,-0.411,1.313,-3.746
0.000,-0.401,1.295,-3.732
0.000,-0.391,1.278,-3.723
0.000,-0.381,1.260,-3.737
0.000,-0.371,1.240,-3.751
0.000,-0.361,1.221,-3.764
0.000,-0.351,1.202,-3.777
0.000,-0.341,1.183,-3.789
0.000,-0.331,1.163,-3.801
0.000,-0.321,1.144,-3.813
0.000,-0.311,1.124,-3.824
0.000,-0.301,1.103,-3.834
0.000,-0.291,1.083,-3.844
0.000,-0.281,1.062,-3.853
0.000,-0.271,1.042,-3.862
0.000,-0.261,1.023,-3.870
0.000,-0.251,1.003,-3.878
0.000,-0.241,0.982,-3.885
0.000,-0.231,0.961,-3.891
0.000,-0.221,0.941,-3.897
0.000,-0.211,0.921,-3.903
0.000,-0.201,0.901,-3.908
0.000,-0.191,0.881,-3.913
0.000,-0.181,0.863,-3.916
0.000,-0.171,0.845,-3.920
0.000,-0.161,0.827,-3.923
0.000,-0.151,0.807,-3.925
0.000,-0.141,0.788,-3.928
0.000,-0.131,0.770,-3.930
0.000,-0.121,0.753,-3.931
0.000,-0.111,0.736,-3.932
0.000,-0.101,0.720,-3.933
0.000,-0.091,0.705,-3.934
0.000,-0.081,0.689,-3.935
0.000,-0.071,0.675,-3.935
0.000,-0.061,0.661,-3.935
0.000,-0.051,0.647,-3.935
0.000,-0.041,0.634,-3.935
0.000,-0.031,0.621,-3.936
0.000,-0.021,0.609,-3.936
0.000,-0.011,0.598,-3.936
0.000,-0.001,0.587,-3.936
0.000,0.009,0.596,-3.936
0.000,0.019,0.607,-3.936
0.000,0.029,0.619,-3.936
0.000,0.039,0.632,-3.936
0.000,0.049,0.645,-3.935
0.000,0.059,0.658,-3.935
0.000,0.069,0.672,-3.935
0.000,0.079,0.687,-3.935
0.000,0.089,0.702,-3.934
0.000,0.099,0.718,-3.934
0.000,0.109,0.734,-3.932
0.000,0.119,0.750,-3.931
0.000,0.129,0.767,-3.930
0.000,0.139,0.785,-3.928
0.000,0.149,0.804,-3.926
0.000,0.159,0.824,-3.923
0.000,0.169,0.842,-3.920
0.000,0.179,0.860,-3.917
0.000,0.189,0.878,-3.913
0.000,0.199,0.898,-3.909
0.000,0.209,0.917,-3.904
0.000,0.219,0.937,-3.898
0.000,0.229,0.958,-3.892
0.000,0.239,0.978,-3.886
0.000,0.249,1.000,-3.879
0.000,0.259,1.020,-3.871
0.000,0.269,1.039,-3.863
0.000,0.279,1.059,-3.855
0.000,0.289,1.079,-3.845
0.000,0.299,1.100,-3.836
0.000,0.309,1.120,-3.825
0.000,0.319,1.141,-3.814
0.000,0.329,1.160,-3.803
0.000,0.339,1.180,-3.791
0.000,0.349,1.199,-3.779
0.000,0.359,1.218,-3.766
0.000,0.369,1.237,-3.753
0.000,0.379,1.257,-3.739
0.000,0.389,1.275,-3.725
0.000,0.399,1.293,-3.729
0.000,0.409,1.310,-3.743
0.000,0.419,1.328,-3.757
0.000,0.429,1.346,-3.770
0.000,0.439,1.363,-3.783
0.000,0.449,1.378,-3.795
0.000,0.459,1.394,-3.807
0.000,0.469,1.410,-3.818
0.000,0.479,1.426,-3.828
0.000,0.489,1.441,-3.838
0.000,0.499,1.455,-3.848
0.000,0.509,1.469,-3.857
0.000,0.519,1.483,-3.866
0.000,0.529,1.496,-3.874
0.000,0.539,1.510,-3.881
0.000,0.549,1.522,-3.888
0.000,0.559,1.534,-3.894
0.000,0.569,1.546,-3.900
0.000,0.579,1.557,-3.905
0.000,0.589,1.568,-3.910
0.000,0.599,1.579,-3.914
0.000,0.609,1.589,-3.918
0.000,0.619,1.598,-3.921
0.000,0.629,1.607,-3.924
0.000,0.639,1.615,-3.927
0.000,0.649,1.623,-3.929
0.000,0.659,1.631,-3.930
0.000,0.669,1.638,-3.932
0.000,0.679,1.645,-3.933
0.000,0.689,1.652,-3.934
0.000,0.699,1.658,-3.934
0.000,0.709,1.664,-3.935
0.000,0.719,1.670,-3.935
0.000,0.729,1.675,-3.935
0.000,0.739,1.680,-3.935
0.000,0.749,1.685,-3.936
0.000,0.759,1.690,-3.936
0.000,0.769,1.694,-3.936
0.000,0.779,1.699,-3.936
0.000,0.789,1.702,-3.936
0.000,0.799,1.706,-3.936
0.000,0.809,1.709,-3.936
0.000,0.819,1.712,-3.936
0.000,0.829,1.715,-3.935
0.000,0.839,1.718,-3.935
0.000,0.849,1.720,-3.935
0.000,0.859,1.723,-3.935
0.000,0.869,1.725,-3.935
0.000,0.879,1.727,-3.934
0.000,0.889,1.729,-3.933
0.000,0.899,1.730,-3.932
0.000,0.909,1.732,-3.931
0.000,0.919,1.733,-3.929
0.000,0.929,1.735,-3.927
0.000,0.939,1.736,-3.925
0.000,0.949,1.737,-3.922
0.000,0.959,1.738,-3.919
0.000,0.969,1.739,-3.915
0.000,0.979,1.740,-3.911
0.000,0.989,1.741,-3.906
0.000,0.999,1.742,-3.902
0.000,1.009,1.743,-3.896
0.000,1.019,1.743,-3.890
0.000,1.029,1.744,-3.883
0.000,1.039,1.744,-3.875
0.000,1.049,1.745,-3.868
0.000,1.059,1.745,-3.859
0.000,1.069,1.746,-3.850
0.000,1.079,1.746,-3.841
0.000,1.089,1.746,-3.831
0.000,1.099,1.747,-3.820
0.000,1.109,1.747,-3.809
0.000,1.119,1.747,-3.798
0.000,1.129,1.748,-3.786
0.000,1.139,1.748,-3.773
0.000,1.149,1.748,-3.760
0.000,1.159,1.748,-3.747
0.000,1.169,1.748,-3.733
0.000,1.179,1.748,-3.722
0.000,1.189,1.749,-3.736
0.000,1.199,1.749,-3.750
0.000,1.209,1.749,-3.763
0.000,1.219,1.749,-3.776
0.000,1.229,1.749,-3.788
0.000,1.239,1.749,-3.800
0.000,1.249,1.749,-3.812
0.000,1.259,1.749,-3.823
0.000,1.269,1.750,-3.833
0.000,1.279,1.750,-3.843
0.000,1.289,1.750,-3.852
0.000,1.299,1.750,-3.861
0.000,1.309,1.750,-3.869
0.000,1.319,1.750,-3.877
0.000,1.329,1.750,-3.884
0.000,1.339,1.750,-3.891
0.000,1.349,1.750,-3.897
0.000,1.359,1.750,-3.903
0.000,1.369,1.750,-3.907
0.000,1.379,1.750,-3.912
0.000,1.389,1.750,-3.916
0.000,1.399,1.750,-3.920
0.000,1.409,1.750,-3.923
0.000,1.419,1.750,-3.925
0.000,1.429,1.750,-3.928
0.000,1.439,1.750,-3.930
0.000,1.449,1.750,-3.931
0.000,1.459,1.750,-3.932
0.000,1.469,1.750,-3.933
0.000,1.479,1.750,-3.934
0.000,1.489,1.750,-3.935
0.000,1.499,1.750,-3.935
0.000,1.509,1.750,-3.935
0.000,1.519,1.750,-3.935
0.000,1.529,1.750,-3.935
0.000,1.539,1.750,-3.936
0.000,1.549,1.750,-3.936
0.000,1.559,1.750,-3.936
0.000,1.569,1.750,-3.936
0.000,1.579,1.750,-3.936
0.100,-1.571,1.750,-3.880
0.100,-1.561,1.750,-3.880
0.100,-1.551,1.750,-3.880
0.100,-1.541,1.750,-3.880
0.100,-1.531,1.750,-3.880
0.100,-1.521,1.750,-3.880
0.100,-1.511,1.750,-3.879
0.100,-1.501,1.750,-3.879
0.100,-1.491,1.750,-3.879
0.100,-1.481,1.750,-3.879
0.100,-1.471,1.750,-3.878
0.100,-1.461,1.750,-3.877
0.100,-1.451,1.750,-3.875
0.100,-1.441,1.750,-3.874
0.100,-1.431,1.750,-3.872
0.100,-1.421,1.750,-3.870
0.100,-1.411,1.750,-3.867
0.100,-1.401,1.750,-3.864
0.100,-1.391,1.750,-3.860
0.100,-1.381,1.750,-3.856
0.100,-1.371,1.750,-3.852
0.100,-1.361,1.750,-3.847
0.100,-1.351,1.750,-3.841
0.100,-1.341,1.750,-3.835
0.100,-1.331,1.750,-3.828
0.100,-1.321,1.750,-3.820
0.100,-1.311,1.750,-3.812
0.100,-1.301,1.750,-3.804
0.100,-1.291,1.750,-3.795
0.100,-1.281,1.750,-3.785
0.100,-1.271,1.750,-3.774
0.100,-1.261,1.750,-3.763
0.100,-1.251,1.749,-3.752
0.100,-1.241,1.749,-3.740
0.100,-1.231,1.749,-3.727
0.100,-1.221,1.749,-3.714
0.100,-1.211,1.749,-3.700
0.100,-1.201,1.749,-3.686
0.100,-1.191,1.749,-3.671
0.100,-1.181,1.748,-3.656
0.100,-1.171,1.748,-3.663
0.100,-1.161,1.748,-3.678
0.100,-1.151,1.748,-3.693
0.100,-1.141,1.748,-3.707
0.100,-1.131,1.748,-3.720
0.100,-1.121,1.747,-3.733
0.100,-1.111,1.747,-3.746
0.100,-1.101,1.747,-3.757
0.100,-1.091,1.746,-3.769
0.100,-1.081,1.746,-3.779
0.100,-1.071,1.746,-3.789
0.100,-1.061,1.745,-3.799
0.100,-1.051,1.745,-3.808
0.100,-1.041,1.744,-3.816
0.100,-1.031,1.744,-3.824
0.100,-1.021,1.743,-3.831
0.100,-1.011,1.743,-3.837
0.100,-1.001,1.742,-3.844
0.100,-0.991,1.741,-3.849
0.100,-0.981,1.740,-3.854
0.100,-0.971,1.740,-3.858
0.100,-0.961,1.739,-3.862
0.100,-0.951,1.737,-3.866
0.100,-0.941,1.736,-3.868
0.100,-0.931,1.735,-3.871
0.100,-0.921,1.734,-3.873
0.100,-0.911,1.732,-3.875
0.100,-0.901,1.731,-3.876
0.100,-0.891,1.729,-3.877
0.100,-0.881,1.727,-3.878
0.100,-0.871,1.725,-3.879
0.100,-0.861,1.723,-3.879
0.100,-0.851,1.721,-3.879
0.100,-0.841,1.718,-3.880
0.100,-0.831,1.715,-3.880
0.100,-0.821,1.713,-3.880
0.100,-0.811,1.710,-3.880
0.100,-0.801,1.706,-3.880
0.100,-0.791,1.703,-3.880
0.100,-0.781,1.699,-3.880
0.100,-0.771,1.695,-3.880
0.100,-0.761,1.691,-3.880
0.100,-0.751,1.686,-3.880
0.100,-0.741,1.681,-3.880
0.100,-0.731,1.676,-3.880
0.100,-0.721,1.671,-3.879
0.100,-0.711,1.665,-3.879
0.100,-0.701,1.659,-3.879
0.100,-0.691,1.653,-3.878
0.100,-0.681,1.646,-3.877
0.100,-0.671,1.639,-3.876
0.100,-0.661,1.632,-3.875
0.100,-0.651,1.624,-3.873
0.100,-0.641,1.617,-3.871
0.100,-0.631,1.608,-3.869
0.100,-0.621,1.600,-3.866
0.100,-0.611,1.590,-3.862
0.100,-0.601,1.580,-3.859
0.100,-0.591,1.570,-3.854
0.100,-0.581,1.559,-3.849
0.100,-0.571,1.548,-3.844
0.100,-0.561,1.536,-3.838
0.100,-0.551,1.524,-3.832
0.100,-0.541,1.512,-3.824
0.100,-0.531,1.499,-3.817
0.100,-0.521,1.485,-3.808
0.100,-0.511,1.471,-3.800
0.100,-0.501,1.457,-3.790
0.100,-0.491,1.443,-3.780
0.100,-0.481,1.428,-3.770
0.100,-0.471,1.413,-3.758
0.100,-0.461,1.397,-3.747
0.100,-0.451,1.381,-3.734
0.100,-0.441,1.365,-3.721
0.100,-0.431,1.349,-3.708
0.100,-0.421,1.331,-3.694
0.100,-0.411,1.313,-3.679
0.100,-0.401,1.295,-3.664
0.100,-0.391,1.278,-3.655
0.100,-0.381,1.260,-3.670
0.100,-0.371,1.240,-3.685
0.100,-0.361,1.221,-3.699
0.100,-0.351,1.202,-3.713
0.100,-0.341,1.183,-3.726
0.100,-0.331,1.163,-3.739
0.100,-0.321,1.144,-3.751
0.100,-0.311,1.124,-3.763
0.100,-0.301,1.103,-3.774
0.100,-0.291,1.083,-3.784
0.100,-0.281,1.062,-3.794
0.100,-0.271,1.042,-3.803
0.100,-0.261,1.023,-3.812
0.100,-0.251,1.003,-3.820
0.100,-0.241,0.982,-3.827
0.100,-0.231,0.961,-3.834
0.100,-0.221,0.941,-3.840
0.100,-0.211,0.921,-3.846
0.100,-0.201,0.901,-3.851
0.100,-0.191,0.881,-3.856
0.100,-0.181,0.863,-3.860
0.100,-0.171,0.845,-3.864
0.100,-0.161,0.827,-3.867
0.100,-0.151,0.807,-3.870
0.100,-0.141,0.788,-3.872
0.100,-0.131,0.770,-3.874
0.100,-0.121,0.753,-3.875
0.100,-0.111,0.736,-3.877
0.100,-0.101,0.720,-3.878
0.100,-0.091,0.705,-3.879
0.100,-0.081,0.689,-3.879
0.100,-0.071,0.675,-3.879
0.100,-0.061,0.661,-3.879
0.100,-0.051,0.647,-3.880
0.100,-0.041,0.634,-3.880
0.100,-0.031,0.621,-3.880
0.100,-0.021,0.609,-3.880
0.100,-0.011,0.605,-3.880
0.100,-0.001,0.605,-3.880
0.100,0.009,0.605,-3.880
0.100,0.019,0.607,-3.880
0.100,0.029,0.619,-3.880
0.100,0.039,0.632,-3.880
0.100,0.049,0.645,-3.880
0.100,0.059,0.658,-3.879
0.100,0.069,0.672,-3.879
0.100,0.079,0.687,-3.879
0.100,0.089,0.702,-3.879
0.100,0.099,0.718,-3.878
0.100,0.109,0.734,-3.877
0.100,0.119,0.750,-3.876
0.100,0.129,0.767,-3.874
0.100,0.139,0.785,-3.872
0.100,0.149,0.804,-3.870
0.100,0.159,0.824,-3.867
0.100,0.169,0.842,-3.864
0.100,0.179,0.860,-3.861
0.100,0.189,0.878,-3.857
0.100,0.199,0.898,-3.852
0.100,0.209,0.917,-3.847
0.100,0.219,0.937,-3.841
0.100,0.229,0.958,-3.835
0.100,0.239,0.978,-3.828
0.100,0.249,1.000,-3.821
0.100,0.259,1.020,-3.813
0.100,0.269,1.039,-3.804
0.100,0.279,1.059,-3.795
0.100,0.289,1.079,-3.786
0.100,0.299,1.100,-3.775
0.100,0.309,1.120,-3.764
0.100,0.319,1.141,-3.753
0.100,0.329,1.160,-3.741
0.100,0.339,1.180,-3.728
0.100,0.349,1.199,-3.715
0.100,0.359,1.218,-3.702
0.100,0.369,1.237,-3.687
0.100,0.379,1.257,-3.673
0.100,0.389,1.275,-3.657
0.100,0.399,1.293,-3.662
0.100,0.409,1.310,-3.677
0.100,0.419,1.328,-3.692
0.100,0.429,1.346,-3.706
0.100,0.439,1.363,-3.719
0.100,0.449,1.378,-3.732
0.100,0.459,1.394,-3.745
0.100,0.469,1.410,-3.756
0.100,0.479,1.426,-3.768
0.100,0.489,1.441,-3.778
0.100,0.499,1.455,-3.789
0.100,0.509,1.469,-3.798
0.100,0.519,1.483,-3.807
0.100,0.529,1.496,-3.815
0.100,0.539,1.510,-3.823
0.100,0.549,1.522,-3.830
0.100,0.559,1.534,-3.837
0.100,0.569,1.546,-3.843
0.100,0.579,1.557,-3.848
0.100,0.589,1.568,-3.853
0.100,0.599,1.579,-3.858
0.100,0.609,1.589,-3.862
0.100,0.619,1.598,-3.865
0.100,0.629,1.607,-3.868
0.100,0.639,1.615,-3.871
0.100,0.649,1.623,-3.873
0.100,0.659,1.631,-3.875
0.100,0.669,1.638,-3.876
0.100,0.679,1.645,-3.877
0.100,0.689,1.652,-3.878
0.100,0.699,1.658,-3.879
0.100,0.709,1.664,-3.879
0.100,0.719,1.670,-3.879
0.100,0.729,1.675,-3.880
0.100,0.739,1.680,-3.880
0.100,0.749,1.685,-3.880
0.100,0.759,1.690,-3.880
0.100,0.769,1.694,-3.880
0.100,0.779,1.699,-3.880
0.100,0.789,1.702,-3.880
0.100,0.799,1.706,-3.880
0.100,0.809,1.709,-3.880
0.100,0.819,1.712,-3.880
0.100,0.829,1.715,-3.880
0.100,0.839,1.718,-3.880
0.100,0.849,1.720,-3.879
0.100,0.859,1.723,-3.879
0.100,0.869,1.725,-3.879
0.100,0.879,1.727,-3.878
0.100,0.889,1.729,-3.877
0.100,0.899,1.730,-3.876
0.100,0.909,1.732,-3.875
0.100,0.919,1.733,-3.873
0.100,0.929,1.735,-3.871
0.100,0.939,1.736,-3.869
0.100,0.949,1.737,-3.866
0.100,0.959,1.738,-3.863
0.100,0.969,1.739,-3.859
0.100,0.979,1.740,-3.855
0.100,0.989,1.741,-3.850
0.100,0.999,1.742,-3.845
0.100,1.009,1.743,-3.838
0.100,1.019,1.743,-3.832
0.100,1.029,1.744,-3.825
0.100,1.039,1.744,-3.817
0.100,1.049,1.745,-3.809
0.100,1.059,1.745,-3.800
0.100,1.069,1.746,-3.791
0.100,1.079,1.746,-3.781
0.100,1.089,1.746,-3.770
0.100,1.099,1.747,-3.759
0.100,1.109,1.747,-3.748
0.100,1.119,1.747,-3.735
0.100,1.129,1.748,-3.722
0.100,1.139,1.748,-3.709
0.100,1.149,1.748,-3.695
0.100,1.159,1.748,-3.681
0.100,1.169,1.748,-3.666
0.100,1.179,1.748,-3.654
0.100,1.189,1.749,-3.669
0.100,1.199,1.749,-3.684
0.100,1.209,1.749,-3.698
0.100,1.219,1.749,-3.712
0.100,1.229,1.749,-3.725
0.100,1.239,1.749,-3.738
0.100,1.249,1.749,-3.750
0.100,1.259,1.750,-3.762
0.100,1.269,1.750,-3.773
0.100,1.279,1.750,-3.783
0.100,1.289,1.750,-3.793
0.100,1.299,1.750,-3.802
0.100,1.309,1.750,-3.811
0.100,1.319,1.750,-3.819
0.100,1.329,1.750,-3.827
0.100,1.339,1.750,-3.833
0.100,1.349,1.750,-3.840
0.100,1.359,1.750,-3.846
0.100,1.369,1.750,-3.851
0.100,1.379,1.750,-3.856
0.100,1.389,1.750,-3.860
0.100,1.399,1.750,-3.863
0.100,1.409,1.750,-3.867
0.100,1.419,1.750,-3.869
0.100,1.429,1.750,-3.872
0.100,1.439,1.750,-3.874
0.100,1.449,1.750,-3.875
0.100,1.459,1.750,-3.876
0.100,1.469,1.750,-3.878
0.100,1.479,1.750,-3.879
0.100,1.489,1.750,-3.879
0.100,1.499,1.750,-3.879
0.100,1.509,1.750,-3.879
0.100,1.519,1.750,-3.880
0.100,1.529,1.750,-3.880
0.100,1.539,1.750,-3.880
0.100,1.549,1.750,-3.880
0.100,1.559,1.750,-3.880
0.100,1.569,1.750,-3.880
0.100,1.579,1.750,-3.880
0.200,-1.571,1.750,-3.815
0.200,-1.561,1.750,-3.815
0.200,-1.551,1.750,-3.815
0.200,-1.541,1.750,-3.815
0.200,-1.531,1.750,-3.815
0.200,-1.521,1.750,-3.815
0.200,-1.511,1.750,-3.815
0.200,-1.501,1.750,-3.815
0.200,-1.491,1.750,-3.814
0.200,-1.481,1.750,-3.814
0.200,-1.471,1.750,-3.813
0.200,-1.461,1.750,-3.812
0.200,-1.451,1.750,-3.811
0.200,-1.441,1.750,-3.809
0.200,-1.431,1.750,-3.807
0.200,-1.421,1.750,-3.805
0.200,-1.411,1.750,-3.802
0.200,-1.401,1.750,-3.799
0.200,-1.391,1.750,-3.795
0.200,-1.381,1.750,-3.791
0.200,-1.371,1.750,-3.786
0.200,-1.361,1.750,-3.781
0.200,-1.351,1.750,-3.775
0.200,-1.341,1.750,-3.768
0.200,-1.331,1.750,-3.761
0.200,-1.321,1.750,-3.753
0.200,-1.311,1.750,-3.745
0.200,-1.301,1.750,-3.736
0.200,-1.291,1.750,-3.726
0.200,-1.281,1.750,-3.716
0.200,-1.271,1.750,-3.705
0.200,-1.261,1.750,-3.693
0.200,-1.251,1.749,-3.681
0.200,-1.241,1.749,-3.668
0.200,-1.231,1.749,-3.655
0.200,-1.221,1.749,-3.641
0.200,-1.211,1.749,-3.626
0.200,-1.201,1.749,-3.611
0.200,-1.191,1.749,-3.595
0.200,-1.181,1.748,-3.579
0.200,-1.171,1.748,-3.586
0.200,-1.161,1.748,-3.602
0.200,-1.151,1.748,-3.618
0.200,-1.141,1.748,-3.633
0.200,-1.131,1.748,-3.647
0.200,-1.121,1.747,-3.661
0.200,-1.111,1.747,-3.674
0.200,-1.101,1.747,-3.687
0.200,-1.091,1.746,-3.699
0.200,-1.081,1.746,-3.710
0.200,-1.071,1.746,-3.721
0.200,-1.061,1.745,-3.731
0.200,-1.051,1.745,-3.740
0.200,-1.041,1.744,-3.749
0.200,-1.031,1.744,-3.757
0.200,-1.021,1.743,-3.764
0.200,-1.011,1.743,-3.771
0.200,-1.001,1.742,-3.778
0.200,-0.991,1.741,-3.783
0.200,-0.981,1.740,-3.788
0.200,-0.971,1.740,-3.793
0.200,-0.961,1.739,-3.797
0.200,-0.951,1.737,-3.800
0.200,-0.941,1.736,-3.803
0.200,-0.931,1.735,-3.806
0.200,-0.921,1.734,-3.808
0.200,-0.911,1.732,-3.810
0.200,-0.901,1.731,-3.811
0.200,-0.891,1.729,-3.812
0.200,-0.881,1.727,-3.814
0.200,-0.871,1.725,-3.814
0.200,-0.861,1.723,-3.814
0.200,-0.851,1.721,-3.815
0.200,-0.841,1.718,-3.815
0.200,-0.831,1.715,-3.815
0.200,-0.821,1.713,-3.815
0.200,-0.811,1.710,-3.815
0.200,-0.801,1.706,-3.815
0.200,-0.791,1.703,-3.815
0.200,-0.781,1.699,-3.815
0.200,-0.771,1.695,-3.815
0.200,-0.761,1.691,-3.815
0.200,-0.751,1.686,-3.815
0.200,-0.741,1.681,-3.815
0.200,-0.731,1.676,-3.815
0.200,-0.721,1.671,-3.815
0.200,-0.711,1.665,-3.814
0.200,-0.701,1.659,-3.814
0.200,-0.691,1.653,-3.814
0.200,-0.681,1.646,-3.813
0.200,-0.671,1.639,-3.811
0.200,-0.661,1.632,-3.810
0.200,-0.651,1.624,-3.808
0.200,-0.641,1.617,-3.806
0.200,-0.631,1.608,-3.804
0.200,-0.621,1.600,-3.801
0.200,-0.611,1.590,-3.797
0.200,-0.601,1.580,-3.793
0.200,-0.591,1.570,-3.789
0.200,-0.581,1.559,-3.783
0.200,-0.571,1.548,-3.778
0.200,-0.561,1.536,-3.772
0.200,-0.551,1.524,-3.765
0.200,-0.541,1.512,-3.757
0.200,-0.531,1.499,-3.749
0.200,-0.521,1.485,-3.741
0.200,-0.511,1.471,-3.731
0.200,-0.501,1.457,-3.721
0.200,-0.491,1.443,-3.711
0.200,-0.481,1.428,-3.700
0.200,-0.471,1.413,-3.688
0.200,-0.461,1.397,-3.675
0.200,-0.451,1.381,-3.662
0.200,-0.441,1.365,-3.649
0.200,-0.431,1.349,-3.634
0.200,-0.421,1.331,-3.619
0.200,-0.411,1.313,-3.604
0.200,-0.401,1.295,-3.588
0.200,-0.391,1.278,-3.577
0.200,-0.381,1.260,-3.594
0.200,-0.371,1.240,-3.610
0.200,-0.361,1.221,-3.625
0.200,-0.351,1.202,-3.640
0.200,-0.341,1.183,-3.654
0.200,-0.331,1.163,-3.667
0.200,-0.321,1.144,-3.680
0.200,-0.311,1.124,-3.692
0.200,-0.301,1.103,-3.704
0.200,-0.291,1.083,-3.715
0.200,-0.281,1.062,-3.725
0.200,-0.271,1.042,-3.735
0.200,-0.261,1.023,-3.744
0.200,-0.251,1.003,-3.752
0.200,-0.241,0.982,-3.760
0.200,-0.231,0.961,-3.768
0.200,-0.221,0.941,-3.774
0.200,-0.211,0.921,-3.780
0.200,-0.201,0.901,-3.785
0.200,-0.191,0.881,-3.791
0.200,-0.181,0.863,-3.795
0.200,-0.171,0.845,-3.798
0.200,-0.161,0.827,-3.802
0.200,-0.151,0.807,-3.805
0.200,-0.141,0.788,-3.807
0.200,-0.131,0.770,-3.809
0.200,-0.121,0.753,-3.811
0.200,-0.111,0.736,-3.812
0.200,-0.101,0.720,-3.813
0.200,-0.091,0.705,-3.814
0.200,-0.081,0.689,-3.814
0.200,-0.071,0.675,-3.815
0.200,-0.061,0.661,-3.815
0.200,-0.051,0.647,-3.815
0.200,-0.041,0.645,-3.815
0.200,-0.031,0.645,-3.815
0.200,-0.021,0.645,-3.815
0.200,-0.011,0.645,-3.815
0.200,-0.001,0.645,-3.815
0.200,0.009,0.645,-3.815
0.200,0.019,0.645,-3.815
0.200,0.029,0.645,-3.815
0.200,0.039,0.645,-3.815
